11546	0	18572	1
82440	0	23010	1
82440	0	77782	1
82440	0	37697	1
82440	0	76985	1
82440	0	82489	1
82440	0	40412	1
82440	0	81115	1
82440	0	66489	1
82440	0	78789	1
36706	0	38722	1
36706	0	75291	1
36706	0	37292	1
36706	0	64505	1
19971	0	17152	1
19971	0	69036	1
19971	0	19894	1
19971	0	13405	1
19971	0	24575	1
19971	0	61376	1
19971	0	27749	1
19971	0	43042	1
19971	0	58123	1
19971	0	60680	1
19971	0	14766	1
19971	0	24966	1
19971	0	34078	1
19971	0	8616	1
19971	0	57628	1
19971	0	64304	1
19971	0	81224	1
19971	0	79509	1
19971	0	664	1
19971	0	78309	1
19971	0	51579	1
19971	0	26726	1
19971	0	6840	1
19971	0	25492	1
19971	0	46010	1
19971	0	78842	1
19971	0	22484	1
19971	0	55451	1
19971	0	10069	1
19971	0	58488	1
19971	0	11120	1
19971	0	15895	1
19971	0	69301	1
19971	0	4184	1
19971	0	49594	1
19971	0	25648	1
19971	0	36469	1
19971	0	55888	1
19971	0	768	1
19971	0	26161	1
19971	0	5094	1
19971	0	57171	1
19971	0	10990	1
19971	0	20113	1
19971	0	48214	1
19971	0	5443	1
19971	0	34361	1
19971	0	38551	1
19971	0	70236	1
19971	0	25258	1
19971	0	73035	1
19971	0	65709	1
19971	0	56822	1
19971	0	53675	1
19971	0	32584	1
19971	0	37220	1
19971	0	60863	1
19971	0	181	1
19971	0	44632	1
19971	0	23808	1
19971	0	81559	1
19971	0	77256	1
19971	0	64375	1
19971	0	24604	1
19971	0	40	1
19971	0	37532	1
19971	0	37314	1
19971	0	23590	1
19971	0	58250	1
19971	0	35014	1
19971	0	25552	1
19971	0	71339	1
19971	0	81967	1
19971	0	8037	1
19971	0	25164	1
19971	0	67221	1
19971	0	77077	1
19971	0	34136	1
19971	0	23515	1
19971	0	47027	1
19971	0	75791	1
19971	0	23349	1
19971	0	42377	1
19971	0	15715	1
19971	0	15779	1
19971	0	69357	1
19971	0	55256	1
19971	0	13762	1
19971	0	77353	1
19971	0	59291	1
19971	0	4997	1
19971	0	48063	1
19971	0	81978	1
19971	0	20195	1
19971	0	20016	1
19971	0	20600	1
19971	0	7180	1
19971	0	15464	1
19971	0	77081	1
19971	0	35850	1
19971	0	43434	1
19971	0	12153	1
19971	0	60102	1
19971	0	9687	1
19971	0	10408	1
19971	0	63547	1
19971	0	78176	1
19971	0	12762	1
19971	0	73235	1
19971	0	78850	1
19971	0	16672	1
19971	0	40964	1
19971	0	55535	1
19971	0	58068	1
19971	0	12045	1
19971	0	78496	1
19971	0	82137	1
19971	0	64411	1
19971	0	14353	1
19971	0	25354	1
19971	0	9248	1
19971	0	66179	1
19971	0	30259	1
19971	0	20602	1
19971	0	25870	1
19971	0	77140	1
19971	0	32929	1
19971	0	65619	1
19971	0	82055	1
19971	0	30750	1
19971	0	29394	1
19971	0	40960	1
19971	0	75159	1
19971	0	61649	1
19971	0	67675	1
19971	0	6849	1
19971	0	70287	1
19971	0	67994	1
19971	0	54550	1
19971	0	56155	1
19971	0	63816	1
19971	0	17140	1
19971	0	79577	1
19971	0	80678	1
19971	0	66066	1
19971	0	37452	1
19971	0	38426	1
19971	0	69804	1
19971	0	75904	1
19971	0	41568	1
19971	0	56112	1
19971	0	13510	1
19971	0	68035	1
19971	0	38779	1
19971	0	74811	1
19971	0	13618	1
19971	0	14907	1
19971	0	23935	1
19971	0	66694	1
19971	0	10862	1
19971	0	4678	1
19971	0	55877	1
19971	0	26461	1
19971	0	65009	1
19971	0	58997	1
19971	0	56289	1
19971	0	61190	1
19971	0	32663	1
19971	0	22879	1
19971	0	26532	1
19971	0	40914	1
19971	0	2889	1
19971	0	19376	1
19971	0	3932	1
19971	0	64526	1
19971	0	3475	1
19971	0	77907	1
19971	0	56952	1
19971	0	20782	1
19971	0	61162	1
19971	0	2695	1
19971	0	11355	1
19971	0	59891	1
19971	0	53201	1
19971	0	77420	1
19971	0	78650	1
19971	0	43289	1
19971	0	34499	1
19971	0	70020	1
19971	0	18425	1
19971	0	4797	1
19971	0	9656	1
19971	0	18788	1
19971	0	51204	1
19971	0	73179	1
19971	0	39397	1
19971	0	71369	1
19971	0	21919	1
19971	0	57662	1
19971	0	58572	1
19971	0	24495	1
19971	0	45107	1
19971	0	2129	1
19971	0	56278	1
19971	0	23225	1
19971	0	29389	1
19971	0	43624	1
19971	0	38074	1
19971	0	20850	1
19971	0	49832	1
19971	0	25116	1
19971	0	20013	1
19971	0	33981	1
19971	0	23613	1
19971	0	847	1
19971	0	5877	1
19971	0	55585	1
19971	0	12218	1
19971	0	37382	1
19971	0	64550	1
19971	0	57180	1
19971	0	13503	1
19971	0	64058	1
19971	0	53628	1
19971	0	25025	1
19971	0	51559	1
19971	0	57174	1
19971	0	60714	1
19971	0	63617	1
19971	0	48203	1
19971	0	22957	1
19971	0	925	1
19971	0	2297	1
19971	0	75673	1
19971	0	20906	1
19971	0	66472	1
19971	0	32589	1
19971	0	56110	1
19971	0	19853	1
19971	0	79628	1
19971	0	56135	1
19971	0	73480	1
19971	0	2225	1
19971	0	57514	1
19971	0	17662	1
19971	0	70137	1
19971	0	81004	1
19971	0	3430	1
19971	0	73149	1
19971	0	3340	1
19971	0	75234	1
19971	0	4278	1
19971	0	6498	1
19971	0	60747	1
19971	0	8843	1
19971	0	25974	1
19971	0	41046	1
19971	0	57684	1
19971	0	46814	1
19971	0	72864	1
19971	0	18827	1
19971	0	56848	1
64676	0	50491	1
63025	0	14218	1
21616	0	15361	1
21616	0	27214	1
21616	0	40145	1
21616	0	66754	1
21616	0	17462	1
21616	0	24028	1
21616	0	68243	1
21616	0	47796	1
21616	0	55241	1
21616	0	65039	1
21616	0	48924	1
21616	0	36471	1
21616	0	40344	1
45446	0	17587	1
45446	0	38295	1
54175	0	12330	1
54175	0	25430	1
54175	0	64111	1
54175	0	58294	1
54175	0	29350	1
54175	0	728	1
54175	0	26866	1
54175	0	55286	1
54175	0	17134	1
54175	0	58901	1
54175	0	12692	1
54175	0	6596	1
54175	0	56858	1
54175	0	19030	1
54175	0	5566	1
54175	0	47709	1
54175	0	15590	1
20256	0	50076	1
29769	0	69263	1
29769	0	31966	1
29769	0	80864	1
29769	0	75826	1
40963	0	20732	1
40963	0	26635	1
40963	0	22624	1
40963	0	53192	1
